UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;HOMBRES;MUJERES;TOTAL;V201;V202;V203;V204;V205;V206;V207;FEX
17058;56;1;2021;1;10;2;1;4;5;5;4;2;2;3;1;2;341
17108;16;1;2021;1;10;2;3;3;6;5;5;5;2;3;1;2;574
17108;22;1;2021;1;10;2;1;3;4;4;2;2;2;3;1;2;327
17108;27;1;2021;1;10;2;3;3;6;4;3;3;4;3;1;2;451
17108;28;1;2021;1;10;2;8;7;15;4;4;4;4;3;1;3;469
17108;31;1;2021;1;10;2;2;2;4;4;3;3;2;3;1;2;467
17108;39;1;2021;1;10;2;2;2;4;5;3;2;2;3;1;2;446
17108;46;1;2021;1;10;2;3;3;6;5;2;2;2;3;1;2;356
17108;48;1;2021;1;10;2;0;2;2;5;2;1;2;3;1;2;197
17108;51;1;2021;1;10;2;2;1;3;5;2;2;2;3;1;2;704
17108;52;1;2021;1;10;2;4;3;7;5;3;3;2;6;1;2;395
17228;8;1;2021;1;10;2;4;1;5;5;3;2;2;6;1;2;666
17228;21;1;2021;1;10;2;1;3;4;5;4;3;4;3;1;2;431
17228;24;1;2021;1;10;2;2;1;3;5;1;1;4;6;1;2;620
17228;25;1;2021;1;10;2;1;2;3;5;1;1;4;6;1;2;599
17228;34;1;2021;1;10;2;3;1;4;5;3;2;2;6;1;2;845
17228;41;1;2021;1;10;2;2;2;4;5;3;2;2;4;1;2;576
17228;51;1;2021;1;10;2;1;1;2;5;3;2;2;3;1;2;297
17228;58;1;2021;1;10;2;6;5;11;5;4;4;2;4;1;2;546
17230;8;1;2021;1;10;2;1;2;3;3;5;2;2;5;1;2;367
17230;18;1;2021;1;10;2;2;1;3;5;1;1;2;3;1;3;360
17230;20;1;2021;1;10;2;2;3;5;5;4;2;2;6;1;2;392
17230;24;1;2021;1;10;2;1;1;2;5;1;1;4;3;1;2;151
17230;25;1;2021;1;10;2;2;1;3;5;3;2;2;6;1;2;451
17230;27;1;2021;1;10;2;2;2;4;3;1;1;2;3;1;2;291
17230;29;1;2021;1;10;2;1;2;3;5;1;1;2;3;1;2;253
17230;30;1;2021;1;10;2;2;2;4;4;4;2;2;6;1;2;242
17230;33;1;2021;1;10;2;0;4;4;3;2;2;2;3;1;2;155
17230;41;1;2021;1;10;2;2;3;5;5;3;3;2;6;1;2;258
17270;5;1;2021;6;10;3;2;1;3;5;2;1;2;3;1;2;734
17270;6;1;2021;6;10;3;3;2;5;5;4;3;4;6;1;2;657
17270;12;1;2021;6;10;3;1;3;4;5;5;2;2;6;1;2;605
17270;29;1;2021;6;10;3;1;1;2;4;3;2;1;3;1;2;377
17270;32;1;2021;6;10;3;2;1;3;5;2;1;2;6;1;2;775
17270;34;1;2021;6;10;3;0;2;2;5;2;1;4;3;1;2;541
17270;54;1;2021;6;10;3;3;3;6;5;6;4;2;6;1;2;618
17270;59;1;2021;6;10;3;1;2;3;5;4;2;2;7;1;3;509
17270;60;1;2021;6;10;3;1;1;2;5;2;1;2;6;1;2;386
17270;63;1;2021;6;10;3;3;1;4;4;3;2;2;3;1;2;697
17359;1;1;2021;1;10;2;1;2;3;4;1;1;4;4;1;6;546
17359;11;1;2021;1;10;2;1;1;2;4;1;1;1;7;1;7;367
17359;24;1;2021;1;10;2;3;4;7;5;4;3;2;3;1;2;363
17359;29;1;2021;1;10;2;2;1;3;5;3;2;2;6;1;2;470
17359;48;1;2021;1;10;2;3;2;5;5;3;3;1;3;1;2;391
17359;52;1;2021;1;10;2;2;3;5;5;4;3;3;2;1;2;312
17359;55;1;2021;1;10;2;5;3;8;4;4;4;1;3;1;3;411
17359;57;1;2021;1;10;2;2;1;3;5;4;3;2;2;1;2;644
17392;5;1;2021;6;10;3;0;2;2;4;1;1;1;6;1;2;482
17392;19;1;2021;6;10;3;3;2;5;5;4;3;1;7;1;6;462
17392;27;1;2021;6;10;3;0;1;1;3;4;1;1;7;1;5;382
17392;35;1;2021;6;10;3;2;1;3;4;2;1;2;7;1;5;717
17392;37;1;2021;6;10;3;4;2;6;4;2;2;2;7;1;7;557
17392;43;1;2021;6;10;3;3;2;5;3;3;2;1;6;1;5;553
17392;46;1;2021;6;10;3;4;1;5;4;3;2;1;6;1;3;762
17450;7;1;2021;1;10;2;2;2;4;5;4;3;2;3;1;2;414
17450;12;1;2021;1;10;2;1;1;2;4;2;2;1;6;1;6;273
17450;25;1;2021;1;10;2;4;2;6;5;4;3;2;3;1;2;401
17450;28;1;2021;1;10;2;2;3;5;5;5;3;2;4;1;2;618
17450;36;1;2021;1;10;2;1;1;2;4;2;1;2;4;1;2;553
17450;51;1;2021;1;10;2;6;2;8;5;4;3;2;3;1;2;465
17450;53;1;2021;1;10;2;4;1;5;4;3;3;4;3;1;6;767
17450;55;1;2021;1;10;2;4;1;5;5;3;3;1;3;1;6;793
17450;73;1;2021;1;10;2;1;2;3;1;1;1;4;4;1;6;393
17489;1;1;2021;1;10;2;0;1;1;4;2;1;1;3;1;2;257
17489;7;1;2021;1;10;2;0;1;1;5;1;1;2;3;1;2;460
17489;13;1;2021;1;10;2;1;3;4;4;5;4;2;3;1;2;459
17489;18;1;2021;1;10;2;1;2;3;6;5;3;2;3;1;2;298
17489;19;1;2021;1;10;2;0;2;2;5;2;1;4;3;1;2;168
17489;21;1;2021;1;10;2;2;2;4;5;4;3;2;3;1;2;369
17489;28;1;2021;1;10;2;2;2;4;5;4;2;2;6;1;2;332
17489;38;1;2021;1;10;2;1;1;2;5;5;3;2;3;1;2;418
17489;40;1;2021;1;10;2;2;2;4;5;4;3;2;3;1;2;452
17489;41;1;2021;1;10;2;2;2;4;5;2;1;2;3;1;2;525
17566;14;1;2021;1;10;2;1;2;3;3;5;2;4;3;1;2;489
17566;16;1;2021;1;10;2;2;2;4;5;5;3;2;3;1;2;756
17566;17;1;2021;1;10;2;2;3;5;5;5;4;2;3;1;2;529
17566;22;1;2021;1;10;2;2;1;3;5;4;2;2;3;1;2;759
17566;31;1;2021;1;10;2;1;3;4;4;3;2;2;3;1;2;678
17566;33;1;2021;1;10;2;1;4;5;5;3;2;2;3;1;2;603
17566;44;1;2021;1;10;2;0;3;3;5;4;3;2;3;1;2;408
17566;51;1;2021;1;10;2;1;1;2;4;4;3;2;3;1;2;579
17702;5;1;2021;6;10;3;2;2;4;5;4;3;1;6;1;2;420
17702;8;1;2021;6;10;3;1;3;4;4;1;1;4;6;1;7;307
17702;19;1;2021;6;10;3;0;2;2;4;1;1;2;6;1;3;284
17702;34;1;2021;6;10;3;1;3;4;4;4;3;2;6;1;2;448
17702;37;1;2021;6;10;3;3;1;4;5;5;3;1;6;1;2;512
17702;45;1;2021;6;10;3;2;1;3;4;3;2;4;6;1;2;620
17702;54;1;2021;6;10;3;1;1;2;4;3;2;1;6;1;5;277
17702;57;1;2021;6;10;3;1;3;4;4;3;2;2;6;1;3;412
17733;3;1;2021;1;10;2;0;3;3;4;1;1;2;3;1;2;192
17733;9;1;2021;1;10;2;1;2;3;4;2;1;2;3;1;2;403
17733;11;1;2021;1;10;2;1;1;2;5;3;2;2;3;1;2;326
17733;17;1;2021;1;10;2;1;2;3;5;5;3;2;6;1;2;402
17733;19;1;2021;1;10;2;1;1;2;5;2;1;2;3;1;2;580
17733;22;1;2021;1;10;2;1;1;2;5;3;2;2;3;1;2;463
17733;32;1;2021;1;10;2;1;2;3;5;4;1;2;3;1;2;275
17733;38;1;2021;1;10;2;2;2;4;5;4;3;4;3;1;2;335
17845;1;1;2021;6;10;3;1;1;2;5;3;1;2;5;1;2;297
17845;11;1;2021;6;10;3;2;2;4;5;4;3;2;4;1;2;332
17845;12;1;2021;6;10;3;4;3;7;4;4;3;1;6;1;2;356
17845;14;1;2021;6;10;3;2;2;4;5;3;3;2;5;1;2;411
17845;17;1;2021;6;10;3;0;2;2;1;2;1;2;6;1;6;158
17845;18;1;2021;6;10;3;2;1;3;4;1;1;1;6;1;5;475
17845;24;1;2021;6;10;3;0;1;1;1;2;1;1;7;1;5;273
17845;25;1;2021;6;10;3;3;1;4;4;4;4;1;7;1;5;381
17845;26;1;2021;6;10;3;2;4;6;4;3;3;1;6;1;6;383
17845;31;1;2021;6;10;3;3;2;5;1;3;3;1;7;1;5;495
17885;14;1;2021;6;10;3;3;5;8;5;3;3;2;4;1;2;470
17885;16;1;2021;6;10;3;1;3;4;4;2;2;1;3;1;2;385
17885;24;1;2021;6;10;3;2;2;4;4;3;3;1;7;1;6;335
17885;25;1;2021;6;10;3;4;2;6;4;3;3;1;6;1;3;712
17885;38;1;2021;6;10;3;1;2;3;1;2;2;1;3;1;5;511
17885;39;1;2021;6;10;3;1;3;4;1;2;2;1;6;1;5;399
17885;43;1;2021;6;10;3;3;1;4;4;4;3;1;6;1;2;498
17984;1;1;2021;6;10;3;2;2;4;2;3;2;2;6;1;2;260
17984;2;1;2021;6;10;3;1;1;2;2;2;1;1;6;1;2;189
17984;4;1;2021;6;10;3;3;1;4;5;4;3;2;6;1;2;320
17984;5;1;2021;6;10;3;1;4;5;2;3;2;2;6;1;2;176
17984;6;1;2021;6;10;3;1;1;2;2;6;1;1;6;1;2;227
17984;7;1;2021;6;10;3;1;2;3;5;2;1;2;6;1;2;230
17984;8;1;2021;6;10;3;2;2;4;5;3;2;1;6;1;2;263
17984;9;1;2021;6;10;3;1;2;3;99;99;99;9;99;9;9;277
17984;11;1;2021;6;10;3;2;1;3;2;4;2;1;6;1;3;190
18056;3;1;2021;1;10;2;3;3;6;5;5;3;2;2;1;2;599
18056;16;1;2021;1;10;2;2;2;4;4;4;3;2;3;1;2;734
18056;20;1;2021;1;10;2;1;3;4;5;5;3;2;3;1;2;515
18056;21;1;2021;1;10;2;1;1;2;5;3;2;2;3;1;2;854
18056;30;1;2021;1;10;2;2;1;3;5;3;2;2;3;1;2;605
18056;38;1;2021;1;10;2;0;4;4;5;5;3;2;4;1;2;533
18056;40;1;2021;1;10;2;1;2;3;5;4;3;2;3;1;2;463
18069;1;1;2021;6;10;3;1;2;3;1;2;2;1;2;1;3;433
18069;5;1;2021;6;10;3;2;3;5;5;3;3;1;5;1;2;438
18069;9;1;2021;6;10;3;2;2;4;4;2;2;1;6;1;2;350
18069;10;1;2021;6;10;3;4;2;6;4;4;4;1;6;1;5;445
18069;16;1;2021;6;10;3;1;2;3;5;3;2;4;6;1;3;285
18069;30;1;2021;6;10;3;3;1;4;5;3;2;2;5;1;2;583
18140;8;1;2021;1;10;2;1;4;5;5;4;3;2;6;1;2;378
18140;10;1;2021;1;10;2;2;2;4;4;3;2;2;7;1;2;474
18140;15;1;2021;1;10;2;2;3;5;4;3;2;2;6;1;2;618
18140;19;1;2021;1;10;2;3;3;6;5;5;4;2;3;1;2;449
18140;31;1;2021;1;10;2;2;3;5;5;3;2;2;1;1;2;499
18140;34;1;2021;1;10;2;2;4;6;5;4;3;2;6;1;2;357
18140;35;1;2021;1;10;2;2;3;5;5;4;3;2;3;1;2;479
18140;37;1;2021;1;10;2;2;3;5;5;14;5;2;2;1;2;426
18140;50;1;2021;1;10;2;1;1;2;4;1;1;4;4;1;2;609
18221;2;1;2021;6;10;3;1;2;3;5;3;2;2;6;1;2;441
18221;15;1;2021;6;10;3;2;2;4;5;4;3;2;6;1;2;547
18221;29;1;2021;6;10;3;4;2;6;5;4;3;2;6;1;2;607
18221;35;1;2021;6;10;3;3;3;6;5;6;3;2;6;1;2;618
18221;37;1;2021;6;10;3;1;2;3;5;2;1;2;3;1;2;542
18221;39;1;2021;6;10;3;1;2;3;5;2;1;2;6;1;2;509
18221;48;1;2021;6;10;3;2;2;4;5;1;1;2;3;1;2;647
18221;55;1;2021;6;10;3;1;6;7;5;5;4;2;3;1;2;421
18221;57;1;2021;6;10;3;3;1;4;5;3;2;2;2;1;2;759
18308;8;1;2021;6;10;3;6;6;12;5;5;4;1;3;1;2;472
18308;9;1;2021;6;10;3;5;2;7;4;3;2;2;3;1;2;596
18308;18;1;2021;6;10;3;1;2;3;4;2;1;2;3;1;2;352
18308;26;1;2021;6;10;3;2;3;5;5;3;2;2;3;1;2;508
18308;29;1;2021;6;10;3;0;1;1;5;2;1;2;3;1;2;416
18308;32;1;2021;6;10;3;1;1;2;3;2;1;2;3;1;2;227
18308;34;1;2021;6;10;3;4;1;5;5;3;2;2;3;1;2;593
18308;35;1;2021;6;10;3;0;1;1;5;2;1;1;3;1;2;538
18373;2;1;2021;6;10;3;1;1;2;5;3;2;2;6;1;2;391
18373;6;1;2021;6;10;3;1;2;3;5;3;2;2;6;1;2;350
18373;10;1;2021;6;10;3;0;3;3;4;1;1;2;6;1;6;291
18373;29;1;2021;6;10;3;1;1;2;5;3;2;2;6;1;2;262
18373;33;1;2021;6;10;3;3;2;5;5;3;3;1;6;1;3;499
18373;34;1;2021;6;10;3;2;3;5;5;1;1;1;6;1;3;464
18373;36;1;2021;6;10;3;0;3;3;4;3;2;2;6;1;3;358
18373;37;1;2021;6;10;3;1;3;4;5;4;3;2;6;1;2;380
18373;39;1;2021;6;10;3;2;1;3;4;3;2;1;6;1;2;345
18497;3;1;2021;1;10;2;2;1;3;5;2;1;2;3;1;2;611
18497;6;1;2021;1;10;2;1;1;2;5;4;2;2;2;1;2;1157
18497;7;1;2021;1;10;2;2;2;4;5;3;3;2;1;1;2;673
18497;16;1;2021;1;10;2;2;1;3;5;6;4;2;5;1;2;759
18497;25;1;2021;1;10;2;2;3;5;5;5;3;3;2;1;2;616
18556;4;1;2021;6;10;3;2;3;5;5;4;4;2;5;1;2;770
18556;9;1;2021;6;10;3;1;1;2;5;4;3;1;6;1;2;697
18556;27;1;2021;6;10;3;1;1;2;5;2;1;2;5;1;2;675
18556;71;1;2021;6;10;3;1;1;2;4;3;1;1;1;1;2;1217
18556;76;1;2021;6;10;3;4;5;9;4;5;4;2;3;1;2;624
18556;79;1;2021;6;10;3;3;1;4;5;4;3;2;2;1;2;908
18556;102;1;2021;6;10;3;1;1;2;5;4;1;2;1;1;2;759
18556;105;1;2021;6;10;3;1;3;4;5;5;3;2;2;1;2;612
18556;106;1;2021;6;10;3;0;2;2;5;4;2;2;3;1;2;679
18588;42;1;2021;1;10;2;2;3;5;5;3;2;2;1;1;1;2745
18588;44;1;2021;1;10;2;2;3;5;5;4;3;2;2;1;2;2516
18588;74;1;2021;1;10;2;4;1;5;5;4;3;2;2;1;2;3160
18588;89;1;2021;1;10;2;2;1;3;5;3;1;1;2;1;2;4646
18588;98;1;2021;1;10;2;1;1;2;2;3;2;1;2;1;3;2497
18637;1;1;2021;6;10;3;2;3;5;3;6;3;2;5;1;2;281
18637;5;1;2021;6;10;3;3;1;4;5;3;2;2;6;1;2;344
18637;9;1;2021;6;10;3;1;1;2;5;6;3;1;6;1;2;216
18637;11;1;2021;6;10;3;2;1;3;5;3;2;2;5;1;2;284
18637;12;1;2021;6;10;3;3;1;4;5;6;3;4;5;1;2;326
18637;16;1;2021;6;10;3;1;1;2;5;5;2;2;5;1;2;246
18637;17;1;2021;6;10;3;2;1;3;5;4;3;1;5;1;2;418
18637;18;1;2021;6;10;3;2;2;4;5;3;3;2;4;1;2;219
18637;19;1;2021;6;10;3;2;2;4;5;6;3;2;5;1;2;268
18731;4;1;2021;6;10;3;2;2;4;5;3;2;2;4;1;2;486
18731;5;1;2021;6;10;3;3;1;4;5;3;2;2;3;1;2;581
18731;9;1;2021;6;10;3;1;1;2;5;3;2;2;4;1;2;450
18731;12;1;2021;6;10;3;2;1;3;5;4;3;2;3;1;2;591
18731;15;1;2021;6;10;3;2;2;4;5;7;4;2;4;1;2;566
18731;17;1;2021;6;10;3;1;2;3;5;5;2;2;4;1;2;310
18731;20;1;2021;6;10;3;2;2;4;4;2;2;4;1;1;3;474
18731;29;1;2021;6;10;3;1;1;2;5;2;1;1;5;1;2;348
18731;43;1;2021;6;10;3;2;1;3;5;3;2;2;6;1;2;402
18857;2;1;2021;6;10;3;1;2;3;5;3;2;1;8;1;2;302
18857;4;1;2021;6;10;3;1;1;2;5;5;3;2;6;1;2;508
18857;8;1;2021;6;10;3;2;2;4;5;3;3;2;6;1;2;288
18857;12;1;2021;6;10;3;1;1;2;2;3;2;1;6;1;6;326
18857;19;1;2021;6;10;3;2;2;4;2;4;2;1;7;1;2;375
18857;21;1;2021;6;10;3;2;2;4;4;4;3;2;6;1;2;302
18857;23;1;2021;6;10;3;1;1;2;4;2;1;4;5;1;2;295
18857;28;1;2021;6;10;3;1;2;3;5;5;1;2;6;1;2;358
18866;8;1;2021;1;10;2;3;1;4;4;4;2;2;3;1;2;715
18866;23;1;2021;1;10;2;1;1;2;5;2;1;2;3;1;2;368
18866;37;1;2021;1;10;2;3;2;5;4;2;2;2;3;1;3;582
18866;41;1;2021;1;10;2;0;2;2;1;1;1;1;3;1;2;393
18866;44;1;2021;1;10;2;1;3;4;1;1;1;1;3;1;5;290
18866;50;1;2021;1;10;2;1;4;5;5;2;2;2;2;1;2;338
18866;52;1;2021;1;10;2;1;2;3;5;3;1;2;3;1;3;558
18866;60;1;2021;1;10;2;1;1;2;5;4;3;2;3;1;2;329
18866;71;1;2021;1;10;2;1;2;3;2;3;2;2;3;1;2;379
18980;4;1;2021;1;11;1;1;4;5;3;3;2;3;2;1;3;248
18980;16;1;2021;1;11;1;1;1;2;5;5;1;2;2;1;2;304
18980;25;1;2021;1;11;1;1;2;3;3;3;2;3;2;1;2;256
18980;38;1;2021;1;11;1;1;3;4;3;3;2;4;1;1;2;213
18980;41;1;2021;1;11;1;4;2;6;5;4;3;3;2;1;3;283
19043;5;1;2021;6;11;3;0;2;2;5;3;2;2;2;1;2;291
19043;8;1;2021;6;11;3;1;1;2;5;4;1;2;2;1;2;217
19043;16;1;2021;6;11;3;0;2;2;4;3;2;1;1;1;2;183
19043;22;1;2021;6;11;3;0;4;4;4;2;2;4;2;1;3;275
19043;29;1;2021;6;11;3;1;1;2;5;2;2;3;2;1;3;295
19043;37;1;2021;6;11;3;3;2;5;5;4;4;1;2;1;2;520
19137;1;1;2021;6;11;3;1;3;4;4;3;2;2;2;1;2;377
19137;12;1;2021;6;11;3;1;1;2;5;3;1;4;1;1;3;444
19137;15;1;2021;6;11;3;2;1;3;5;4;2;2;2;1;2;412
19137;18;1;2021;6;11;3;4;1;5;5;3;2;2;2;1;2;641
19137;28;1;2021;6;11;3;2;1;3;4;1;1;2;1;1;3;659
19137;29;1;2021;6;11;3;4;3;7;5;5;4;2;2;1;2;406
19137;32;1;2021;6;11;3;1;1;2;5;3;2;3;3;1;3;601
19217;12;1;2021;6;11;3;4;4;8;5;5;4;2;2;1;2;691
19217;29;1;2021;6;11;3;3;1;4;4;3;2;1;2;1;2;808
19217;48;1;2021;6;11;3;2;1;3;4;2;1;4;1;1;2;808
19217;51;1;2021;6;11;3;2;3;5;4;2;1;4;1;1;2;915
19217;65;1;2021;6;11;3;2;3;5;5;3;2;2;1;1;2;752
19217;66;1;2021;6;11;3;3;5;8;4;3;2;3;4;1;3;643
19217;71;1;2021;6;11;3;1;2;3;5;2;1;2;1;1;3;653
19217;72;1;2021;6;11;3;1;3;4;4;1;1;4;1;1;2;590
19260;3;1;2021;6;11;3;0;3;3;5;5;3;1;6;1;2;140
19260;4;1;2021;6;11;3;2;1;3;5;3;2;3;1;1;2;243
19260;8;1;2021;6;11;3;3;2;5;5;5;3;2;2;1;2;164
19260;12;1;2021;6;11;3;3;3;6;5;4;3;1;2;1;2;196
19260;13;1;2021;6;11;3;3;1;4;5;3;2;2;2;1;2;365
19260;19;1;2021;6;11;3;3;2;5;5;3;2;2;2;1;2;281
19260;21;1;2021;6;11;3;4;5;9;4;4;4;3;2;1;2;190
19260;22;1;2021;6;11;3;3;1;4;4;2;2;3;2;1;2;291
19260;24;1;2021;6;11;3;2;6;8;5;8;7;2;2;1;2;159
19260;25;1;2021;6;11;3;3;2;5;5;6;3;2;2;1;2;311
19292;1;1;2021;1;11;1;3;2;5;4;3;2;2;1;1;2;511
19292;4;1;2021;1;11;1;1;3;4;4;2;1;2;2;1;2;528
19292;17;1;2021;1;11;1;2;3;5;4;4;3;2;2;1;3;491
19292;23;1;2021;1;11;1;4;6;10;5;4;4;2;2;1;2;635
19292;34;1;2021;1;11;1;1;2;3;5;4;2;2;4;1;2;360
19292;36;1;2021;1;11;1;2;2;4;99;7;5;4;99;1;9;755
19292;57;1;2021;1;11;1;1;1;2;5;2;1;2;4;1;2;735
19292;58;1;2021;1;11;1;4;1;5;5;3;2;2;4;1;2;545
19292;63;1;2021;1;11;1;0;1;1;5;2;1;2;4;1;2;183
19346;4;1;2021;1;11;1;2;2;4;6;4;3;2;5;1;2;488
19346;7;1;2021;1;11;1;1;1;2;6;6;4;4;5;1;2;361
19346;11;1;2021;1;11;1;1;3;4;5;3;2;4;4;1;2;480
19346;22;1;2021;1;11;1;3;1;4;5;4;2;2;5;1;2;506
19346;35;1;2021;1;11;1;0;1;1;4;1;1;1;3;1;2;219
19346;38;1;2021;1;11;1;1;2;3;5;3;2;2;3;1;2;333
19346;39;1;2021;1;11;1;1;2;3;4;3;2;3;5;1;2;307
19346;49;1;2021;1;11;1;2;3;5;4;5;5;4;3;1;2;452
19346;58;1;2021;1;11;1;1;1;2;5;4;3;2;4;1;2;221
19346;65;1;2021;1;11;1;2;2;4;5;5;3;2;2;1;2;457
19401;1;1;2021;1;11;1;4;3;7;5;4;3;2;4;1;3;536
19401;2;1;2021;1;11;1;1;1;2;5;5;2;2;4;1;2;376
19401;7;1;2021;1;11;1;1;1;2;6;2;1;4;4;1;2;629
19401;8;1;2021;1;11;1;2;1;3;4;2;1;2;2;1;3;487
19401;35;1;2021;1;11;1;2;2;4;4;4;3;2;2;1;2;437
19401;41;1;2021;1;11;1;3;2;5;3;4;2;2;4;1;2;507
19401;49;1;2021;1;11;1;1;3;4;5;3;2;2;2;1;2;342
19401;53;1;2021;1;11;1;2;1;3;5;3;2;2;2;1;3;578
19457;1;1;2021;1;11;1;4;3;7;5;7;4;2;2;1;2;643
19457;3;1;2021;1;11;1;4;2;6;3;2;2;2;2;1;2;583
19457;6;1;2021;1;11;1;1;1;2;3;3;1;2;1;1;3;419
19457;11;1;2021;1;11;1;2;1;3;5;4;2;2;2;1;2;895
19457;24;1;2021;1;11;1;1;1;2;5;2;2;2;1;1;2;346
19457;52;1;2021;1;11;1;1;2;3;5;5;2;2;1;1;2;346
19457;54;1;2021;1;11;1;1;2;3;5;3;2;2;2;1;2;473
19457;61;1;2021;1;11;1;2;1;3;4;1;1;2;2;1;2;673
19457;62;1;2021;1;11;1;2;1;3;5;3;3;4;1;1;2;644
19510;7;1;2021;1;11;1;5;4;9;5;6;5;2;4;1;2;1062
19510;35;1;2021;1;11;1;3;2;5;4;4;4;2;4;1;2;886
19510;36;1;2021;1;11;1;3;1;4;5;3;2;2;4;1;3;997
19510;40;1;2021;1;11;1;2;2;4;5;3;2;4;4;1;2;1084
19510;43;1;2021;1;11;1;6;6;12;5;4;3;3;2;1;2;862
19510;54;1;2021;1;11;1;2;2;4;5;4;3;2;2;1;3;965
19565;7;1;2021;1;11;1;1;2;3;5;3;2;2;2;1;2;448
19565;20;1;2021;1;11;1;2;2;4;4;3;3;2;4;1;2;509
19565;27;1;2021;1;11;1;1;3;4;5;5;3;4;3;1;2;497
19565;30;1;2021;1;11;1;1;5;6;5;6;3;4;2;1;2;421
19565;32;1;2021;1;11;1;2;2;4;5;3;3;2;1;1;2;467
19565;37;1;2021;1;11;1;5;5;10;5;5;4;1;4;1;3;544
19565;53;1;2021;1;11;1;2;5;7;1;1;1;3;2;1;7;383
19565;53;2;2021;1;11;1;1;1;2;4;2;1;2;4;1;2;383
19621;1;1;2021;1;11;1;4;2;6;5;3;2;3;4;1;2;894
19621;22;1;2021;1;11;1;1;1;2;5;3;1;4;4;1;2;1202
19621;33;1;2021;1;11;1;3;1;4;5;3;2;2;4;1;2;735
19621;46;1;2021;1;11;1;0;1;1;4;7;7;2;4;1;2;755
19621;49;1;2021;1;11;1;3;3;6;5;5;4;2;4;1;2;957
19621;58;1;2021;1;11;1;3;2;5;4;1;1;4;4;1;2;788
19621;75;1;2021;1;11;1;3;2;5;4;2;2;4;4;1;3;1410
19621;78;1;2021;1;11;1;1;1;2;5;3;1;4;4;1;2;424
19621;85;1;2021;1;11;1;3;2;5;4;3;3;2;4;1;2;787
19621;89;1;2021;1;11;1;1;2;3;5;2;1;4;4;1;3;1034
19673;1;1;2021;1;11;1;3;3;6;4;2;2;2;4;1;2;694
19673;22;1;2021;1;11;1;3;3;6;4;2;2;2;4;1;3;853
19673;42;1;2021;1;11;1;2;3;5;5;1;1;4;4;1;2;607
19673;58;1;2021;1;11;1;1;2;3;3;3;2;3;3;1;2;619
19673;60;1;2021;1;11;1;3;1;4;4;3;3;3;4;1;3;999
19673;61;1;2021;1;11;1;1;1;2;4;1;1;4;3;1;3;591
19673;69;1;2021;1;11;1;1;4;5;5;3;2;3;3;1;2;724
19673;72;1;2021;1;11;1;4;1;5;5;2;2;2;4;1;2;1055
19673;79;1;2021;1;11;1;1;1;2;4;2;1;2;3;1;2;392
19721;8;1;2021;1;11;1;2;1;3;4;3;2;2;2;1;3;930
19721;13;1;2021;1;11;1;3;1;4;5;2;1;4;2;1;2;608
19721;39;1;2021;1;11;1;4;2;6;5;3;3;2;2;1;2;591
19721;56;1;2021;1;11;1;1;1;2;5;2;1;4;2;1;2;401
19721;58;1;2021;1;11;1;0;1;1;5;2;1;2;2;1;2;196
19721;67;1;2021;1;11;1;4;1;5;5;2;2;2;2;1;2;565
19721;81;1;2021;1;11;1;3;3;6;5;3;2;4;2;1;2;578
19721;85;1;2021;1;11;1;2;2;4;4;2;1;4;2;1;2;390
19773;5;1;2021;1;11;1;3;1;4;4;3;2;2;4;1;2;338
19773;13;1;2021;1;11;1;1;2;3;5;2;1;2;2;1;2;396
19773;21;1;2021;1;11;1;3;1;4;4;2;1;2;4;1;2;446
19773;25;1;2021;1;11;1;3;3;6;4;5;4;2;4;1;2;513
19773;36;1;2021;1;11;1;0;3;3;4;2;1;4;2;1;3;387
19773;39;1;2021;1;11;1;0;1;1;5;2;1;4;2;1;3;284
19773;44;1;2021;1;11;1;3;1;4;5;4;3;2;4;1;2;491
19773;50;1;2021;1;11;1;3;3;6;4;2;2;2;4;1;2;403
19773;58;1;2021;1;11;1;1;2;3;5;4;2;2;2;1;2;322
19826;3;1;2021;1;11;1;1;2;3;5;2;1;2;2;1;2;413
19826;6;1;2021;1;11;1;4;1;5;4;5;4;2;4;1;2;508
19826;10;1;2021;1;11;1;2;1;3;5;4;3;2;2;1;2;628
19826;15;1;2021;1;11;1;2;2;4;4;3;2;2;4;1;2;532
19826;30;1;2021;1;11;1;1;4;5;5;3;2;2;2;1;2;479
19826;31;1;2021;1;11;1;5;1;6;5;4;3;2;4;1;2;634
19826;66;1;2021;1;11;1;0;1;1;5;4;2;2;4;1;2;361
19826;69;1;2021;1;11;1;1;1;2;5;2;1;2;2;1;2;928
19881;9;1;2021;1;11;1;1;1;2;5;3;1;4;4;1;2;765
19881;19;1;2021;1;11;1;3;1;4;5;4;3;4;4;1;2;768
19881;20;1;2021;1;11;1;3;3;6;5;5;3;3;2;1;2;627
19881;32;1;2021;1;11;1;4;1;5;5;7;5;2;4;1;2;1301
19881;38;1;2021;1;11;1;1;2;3;5;5;3;2;4;1;2;464
19881;54;1;2021;1;11;1;8;2;10;4;3;3;4;2;1;3;802
19881;55;1;2021;1;11;1;3;3;6;5;3;3;3;4;1;2;755
19881;61;1;2021;1;11;1;0;2;2;5;3;2;2;4;1;2;370
19936;9;1;2021;1;11;1;3;2;5;4;3;2;2;4;1;2;431
19936;13;1;2021;1;11;1;1;3;4;4;3;2;2;4;1;2;274
