UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;HOMBRES;MUJERES;TOTAL;V201;V202;V203;V204;V205;V206;V207;FEX
10042;17;1;2021;6;5;3;4;2;6;3;4;4;1;2;1;3;559
10042;18;1;2021;6;5;3;2;2;4;5;3;3;1;6;1;7;373
10042;19;1;2021;6;5;3;1;3;4;5;2;2;2;2;1;3;385
10042;21;1;2021;6;5;3;4;2;6;4;4;4;2;1;1;3;430
10042;31;1;2021;6;5;3;2;1;3;4;2;1;4;3;1;2;624
10042;37;1;2021;6;5;3;1;1;2;5;3;1;2;3;1;2;437
10042;42;1;2021;6;5;3;7;2;9;4;5;5;2;3;1;3;507
10219;4;1;2021;6;6;3;1;1;2;1;2;1;1;7;1;6;533
10219;9;1;2021;6;6;3;2;1;3;4;6;2;1;3;1;2;461
10219;13;1;2021;6;6;3;2;2;4;4;4;3;2;3;1;2;559
10219;15;1;2021;6;6;3;1;1;2;4;3;1;1;3;1;2;309
10219;18;1;2021;6;6;3;1;3;4;4;2;2;1;3;1;3;377
10219;26;1;2021;6;6;3;4;6;10;4;3;2;4;3;1;3;599
10361;4;1;2021;6;6;3;3;1;4;5;3;2;2;5;1;2;458
10361;5;1;2021;6;6;3;4;1;5;2;2;2;1;5;1;3;445
10361;6;1;2021;6;6;3;1;1;2;2;2;2;4;7;1;5;227
10361;7;1;2021;6;6;3;2;1;3;2;4;2;1;4;1;2;490
10361;8;1;2021;6;6;3;1;2;3;5;4;2;2;6;1;2;295
10361;10;1;2021;6;6;3;2;2;4;5;4;3;2;6;1;2;374
10361;11;1;2021;6;6;3;2;2;4;5;3;2;1;7;1;2;401
10361;13;1;2021;6;6;3;3;2;5;5;4;3;2;4;1;2;437
10361;14;1;2021;6;6;3;1;1;2;5;3;2;2;4;1;2;352
10361;15;1;2021;6;6;3;2;1;3;5;4;3;2;7;1;2;452
10390;3;1;2021;6;6;3;0;3;3;1;1;1;1;2;1;6;387
10390;7;1;2021;6;6;3;4;3;7;4;3;2;1;2;1;5;378
10390;8;1;2021;6;6;3;2;3;5;4;2;2;1;2;1;6;286
10390;13;1;2021;6;6;3;3;2;5;4;4;3;1;2;1;3;480
10390;14;1;2021;6;6;3;4;3;7;4;4;4;1;2;1;6;361
10390;19;1;2021;6;6;3;0;1;1;1;1;1;1;2;1;5;381
10390;23;1;2021;6;6;3;0;2;2;4;3;2;1;2;1;2;140
10390;25;1;2021;6;6;3;2;2;4;4;4;4;1;2;1;6;326
10390;27;1;2021;6;6;3;1;1;2;5;3;1;1;2;1;3;216
10390;29;1;2021;6;6;3;1;3;4;4;4;3;1;2;1;2;256
10466;2;1;2021;1;6;2;1;3;4;5;4;2;4;2;1;2;794
10466;3;1;2021;1;6;2;1;1;2;4;4;1;1;2;1;2;648
10466;18;1;2021;1;6;2;0;1;1;5;5;1;2;2;1;2;709
10466;26;1;2021;1;6;2;1;1;2;5;4;2;2;2;1;2;1319
10466;28;1;2021;1;6;2;1;2;3;5;5;3;2;2;1;2;827
10466;39;1;2021;1;6;2;1;1;2;4;2;1;2;2;1;2;1835
10466;56;1;2021;1;6;2;2;1;3;5;3;2;4;2;1;2;1857
10466;61;1;2021;1;6;2;5;4;9;5;3;2;4;2;1;2;1121
10648;6;1;2021;6;6;3;2;1;3;1;2;2;1;2;1;3;416
10648;8;1;2021;6;6;3;1;1;2;4;2;2;1;2;1;3;360
10648;12;1;2021;6;6;3;3;1;4;4;2;2;4;2;1;3;653
10648;14;1;2021;6;6;3;1;1;2;3;5;4;4;2;1;2;561
10648;21;1;2021;6;6;3;2;1;3;1;2;1;3;2;1;5;584
10648;26;1;2021;6;6;3;1;3;4;4;3;1;4;2;1;2;440
10648;27;1;2021;6;6;3;2;1;3;4;2;2;4;6;1;3;663
10648;28;1;2021;6;6;3;1;1;2;1;1;1;2;2;1;3;487
10648;29;1;2021;6;6;3;3;3;6;1;4;3;2;2;1;2;650
10648;39;1;2021;6;6;3;3;2;5;1;4;4;1;2;1;6;526
10660;5;1;2021;6;6;3;1;1;2;5;4;3;2;2;1;2;498
10660;15;1;2021;6;6;3;3;4;7;4;3;3;1;2;1;6;581
10660;17;1;2021;6;6;3;2;1;3;5;3;2;1;2;1;2;608
10660;21;1;2021;6;6;3;1;3;4;4;2;2;1;2;1;5;462
10660;23;1;2021;6;6;3;2;1;3;4;2;2;1;2;1;7;738
10660;26;1;2021;6;6;3;3;2;5;4;3;3;1;4;1;7;703
10660;27;1;2021;6;6;3;1;2;3;4;1;1;1;2;1;5;448
10660;37;1;2021;6;6;3;1;1;2;1;2;1;1;4;1;7;465
10697;1;1;2021;6;6;3;2;2;4;4;3;2;1;2;1;2;457
10697;4;1;2021;6;6;3;2;1;3;1;4;3;1;3;1;6;334
10697;5;1;2021;6;6;3;3;1;4;5;3;3;1;2;1;3;512
10697;8;1;2021;6;6;3;1;1;2;2;2;1;1;3;1;5;255
10697;20;1;2021;6;6;3;0;2;2;2;2;2;1;2;1;6;261
10697;23;1;2021;6;6;3;3;1;4;5;4;3;1;2;1;5;570
10697;24;1;2021;6;6;3;4;4;8;5;4;4;1;12;1;3;438
10697;30;1;2021;6;6;3;3;1;4;5;4;3;4;2;1;3;386
10697;31;1;2021;6;6;3;2;1;3;1;2;2;1;7;1;6;374
10697;35;1;2021;6;6;3;1;1;2;5;3;2;2;3;1;2;276
10830;10;1;2021;1;6;2;2;2;4;5;4;3;2;1;1;2;987
10830;20;1;2021;1;6;2;3;2;5;5;4;2;1;2;1;2;1024
10830;28;1;2021;1;6;2;2;2;4;5;3;2;2;2;1;2;845
10830;30;1;2021;1;6;2;1;4;5;4;3;2;4;2;1;2;700
10830;36;1;2021;1;6;2;0;1;1;4;2;1;2;2;1;2;321
10830;45;1;2021;1;6;2;1;1;2;5;3;2;4;2;1;2;1372
10830;47;1;2021;1;6;2;4;3;7;5;9;5;2;5;1;2;781
10830;59;1;2021;1;6;2;1;2;3;3;2;2;1;2;1;2;631
10896;1;1;2021;6;6;3;1;2;3;5;4;3;4;2;1;2;526
10896;3;1;2021;6;6;3;3;5;8;2;2;2;1;3;1;6;585
10896;8;1;2021;6;6;3;1;1;2;4;3;2;4;2;1;3;413
10896;24;1;2021;6;6;3;6;3;9;5;4;4;1;3;1;3;691
10896;26;1;2021;6;6;3;2;3;5;1;2;2;1;2;1;3;625
10896;29;1;2021;6;6;3;4;1;5;5;3;2;1;2;1;2;725
10896;30;1;2021;6;6;3;1;1;2;2;1;1;1;3;1;6;571
10896;32;1;2021;6;6;3;0;4;4;4;2;2;1;2;1;7;407
10896;42;1;2021;6;6;3;2;2;4;1;1;1;1;7;1;3;630
10896;49;1;2021;6;6;3;1;2;3;4;3;2;1;2;1;7;505
10976;1;1;2021;6;6;3;2;2;4;1;1;1;1;6;1;6;512
10976;4;1;2021;6;6;3;2;1;3;1;1;1;1;8;1;7;498
10976;9;1;2021;6;6;3;5;4;9;2;3;3;1;8;1;6;563
10976;10;1;2021;6;6;3;4;4;8;1;2;2;1;7;1;7;365
10976;11;1;2021;6;6;3;3;1;4;5;3;3;1;7;1;3;575
10976;15;1;2021;6;6;3;1;1;2;4;2;1;1;8;1;6;306
10976;27;1;2021;6;6;3;1;2;3;5;4;3;1;6;1;3;388
10976;33;1;2021;6;6;3;3;2;5;4;2;2;1;7;1;6;559
10976;34;1;2021;6;6;3;2;2;4;2;2;2;1;7;1;7;438
10976;36;1;2021;6;6;3;2;1;3;1;3;2;1;6;1;7;530
11033;8;1;2021;1;7;2;2;3;5;6;11;3;4;3;1;1;661
11033;11;1;2021;1;7;2;2;2;4;5;4;2;4;3;1;1;799
11033;13;1;2021;1;7;2;4;1;5;5;4;2;2;1;1;1;935
11033;14;1;2021;1;7;2;2;2;4;5;3;2;2;1;1;1;623
11033;23;1;2021;1;7;2;3;1;4;5;4;2;4;3;1;1;962
11033;27;1;2021;1;7;2;2;3;5;5;3;2;2;3;1;1;701
11033;40;1;2021;1;7;2;3;2;5;5;3;2;4;3;1;1;751
11033;52;1;2021;1;7;2;2;4;6;5;4;3;2;1;1;1;520
11131;1;1;2021;1;7;2;1;1;2;5;1;1;4;12;1;3;364
11131;10;1;2021;1;7;2;3;1;4;5;3;2;2;6;1;9;415
11131;14;1;2021;1;7;2;0;1;1;5;3;1;4;1;1;1;456
11131;15;1;2021;1;7;2;2;1;3;5;4;2;4;1;1;1;629
11131;16;1;2021;1;7;2;3;4;7;5;4;3;2;1;1;1;409
11131;22;1;2021;1;7;2;2;1;3;5;2;1;2;1;1;1;523
11131;29;1;2021;1;7;2;3;1;4;5;4;3;4;1;1;1;538
11131;32;1;2021;1;7;2;3;1;4;5;7;3;2;1;1;1;595
11197;9;1;2021;1;7;2;1;2;3;5;3;2;2;1;1;1;795
11197;11;1;2021;1;7;2;0;1;1;5;1;1;2;1;1;1;281
11197;12;1;2021;1;7;2;0;1;1;5;3;2;4;1;1;1;1044
11197;16;1;2021;1;7;2;3;1;4;5;5;2;4;1;1;1;1433
11197;20;1;2021;1;7;2;4;2;6;5;8;5;2;1;1;1;1144
11270;4;1;2021;1;7;2;2;1;3;5;3;2;4;2;1;1;706
11270;8;1;2021;1;7;2;1;1;2;6;3;1;2;2;1;1;435
11270;23;1;2021;1;7;2;1;1;2;5;3;2;2;3;1;1;562
11270;47;1;2021;1;7;2;0;1;1;5;3;2;2;3;1;1;307
11270;48;1;2021;1;7;2;2;1;3;5;3;1;1;12;1;3;753
11270;51;1;2021;1;7;2;0;3;3;5;5;3;2;2;1;1;847
11270;62;1;2021;1;7;2;2;2;4;5;3;2;2;2;1;2;793
11338;3;1;2021;1;7;2;2;4;6;4;4;3;2;4;1;1;353
11338;5;1;2021;1;7;2;1;1;2;5;5;2;2;12;1;1;195
11338;7;1;2021;1;7;2;1;1;2;5;3;2;2;4;1;1;194
11338;9;1;2021;1;7;2;2;2;4;4;1;1;3;6;1;1;436
11338;19;1;2021;1;7;2;1;1;2;5;3;2;2;4;1;1;313
11338;32;1;2021;1;7;2;2;2;4;5;4;3;4;3;1;1;309
11338;35;1;2021;1;7;2;1;2;3;5;3;2;2;4;1;2;249
11338;37;1;2021;1;7;2;4;2;6;5;4;2;2;4;1;1;384
11338;40;1;2021;1;7;2;2;2;4;5;2;1;4;1;1;1;421
11338;43;1;2021;1;7;2;4;2;6;4;4;3;4;3;1;1;405
11370;1;1;2021;1;7;2;1;1;2;5;3;1;2;1;1;1;979
11370;6;1;2021;1;7;2;2;2;4;5;5;3;2;1;1;1;585
11370;11;1;2021;1;7;2;1;1;2;5;2;2;2;1;1;1;992
11370;20;1;2021;1;7;2;1;1;2;5;2;2;4;1;1;1;585
11370;21;1;2021;1;7;2;1;2;3;5;4;2;4;1;1;1;538
11370;25;1;2021;1;7;2;0;1;1;4;1;1;4;2;1;1;659
11370;26;1;2021;1;7;2;2;3;5;5;4;3;2;1;1;1;546
11370;35;1;2021;1;7;2;1;2;3;5;5;3;2;1;1;1;674
11370;37;1;2021;1;7;2;1;2;3;5;3;2;2;1;1;1;933
11517;5;1;2021;6;7;3;0;2;2;5;1;1;2;2;1;2;431
11517;6;1;2021;6;7;3;1;2;3;5;4;2;2;2;1;2;521
11517;10;1;2021;6;7;3;2;3;5;5;4;4;2;4;1;2;733
11517;25;1;2021;6;7;3;4;1;5;5;5;2;4;4;1;3;1185
11517;31;1;2021;6;7;3;1;2;3;5;4;2;1;2;1;2;358
11517;42;1;2021;6;7;3;3;3;6;5;3;3;1;2;1;2;598
11517;46;1;2021;6;7;3;1;3;4;5;5;4;1;2;1;1;450
11591;5;1;2021;6;7;3;0;1;1;5;3;1;2;2;1;2;229
11591;12;1;2021;6;7;3;2;2;4;4;3;2;4;2;1;6;571
11591;18;1;2021;6;7;3;2;2;4;2;4;3;4;2;1;6;462
11591;19;1;2021;6;7;3;1;1;2;2;2;2;2;2;1;6;580
11591;20;1;2021;6;7;3;1;3;4;2;2;2;4;2;1;6;471
11591;21;1;2021;6;7;3;1;5;6;2;2;2;4;2;1;6;519
11591;25;1;2021;6;7;3;1;1;2;2;2;1;4;2;1;6;390
11591;28;1;2021;6;7;3;1;1;2;5;4;1;2;3;1;2;660
11644;3;1;2021;1;7;2;1;2;3;5;5;3;2;2;1;2;827
11644;8;1;2021;1;7;2;1;2;3;5;4;3;2;2;1;1;720
11644;10;1;2021;1;7;2;3;2;5;5;3;3;4;2;1;1;709
11644;21;1;2021;1;7;2;3;1;4;5;3;2;2;2;1;1;741
11644;28;1;2021;1;7;2;2;3;5;5;4;3;2;1;1;1;889
11644;46;1;2021;1;7;2;2;2;4;5;5;3;2;1;1;1;580
11644;55;1;2021;1;7;2;1;4;5;5;4;3;2;2;1;2;621
11644;62;1;2021;1;7;2;2;5;7;5;6;5;4;1;1;1;785
11712;1;1;2021;1;7;2;2;1;3;4;2;1;2;2;1;2;1242
11712;13;1;2021;1;7;2;4;1;5;4;3;3;4;2;1;3;804
11712;14;1;2021;1;7;2;2;6;8;4;4;4;4;2;1;2;976
11712;31;1;2021;1;7;2;1;2;3;5;5;2;4;2;1;2;720
11712;43;1;2021;1;7;2;1;1;2;4;2;1;2;3;1;2;612
11712;62;1;2021;1;7;2;1;1;2;5;3;2;2;2;1;2;491
11771;3;1;2021;6;7;3;3;1;4;4;2;2;2;2;1;3;698
11771;5;1;2021;6;7;3;3;5;8;4;1;1;4;2;1;2;467
11771;6;1;2021;6;7;3;1;2;3;5;2;1;4;2;1;3;377
11771;9;1;2021;6;7;3;1;2;3;5;3;2;2;2;1;2;342
11771;13;1;2021;6;7;3;3;1;4;5;2;2;1;2;1;2;660
11771;19;1;2021;6;7;3;2;2;4;5;4;3;2;2;1;3;363
11771;23;1;2021;6;7;3;1;2;3;4;3;1;2;2;1;3;458
11771;24;1;2021;6;7;3;1;2;3;5;2;1;4;2;1;3;480
11771;31;1;2021;6;7;3;1;3;4;4;3;2;1;2;1;2;392
11867;5;1;2021;6;7;3;1;1;2;2;3;1;1;6;1;6;402
11867;6;1;2021;6;7;3;1;1;2;2;3;1;2;2;1;2;379
11867;7;1;2021;6;7;3;2;1;3;5;4;2;1;2;1;3;489
11867;10;1;2021;6;7;3;1;1;2;5;2;1;2;2;1;3;471
11867;13;1;2021;6;7;3;2;1;3;5;4;2;1;5;1;2;397
11867;15;1;2021;6;7;3;1;3;4;5;5;3;1;6;1;2;377
11867;16;1;2021;6;7;3;2;1;3;2;4;2;2;6;1;2;633
11867;17;1;2021;6;7;3;0;1;1;2;6;1;4;5;1;2;429
11867;24;1;2021;6;7;3;2;1;3;2;4;2;4;6;1;2;489
11867;35;1;2021;6;7;3;3;2;5;5;6;4;1;5;1;2;438
11997;2;1;2021;1;7;2;3;1;4;5;4;3;2;2;1;1;776
11997;3;1;2021;1;7;2;1;5;6;5;4;3;2;2;1;1;727
11997;6;1;2021;1;7;2;0;2;2;5;4;2;2;2;1;1;451
11997;8;1;2021;1;7;2;2;2;4;5;3;2;4;2;1;1;925
11997;21;1;2021;1;7;2;1;2;3;5;3;2;2;2;1;1;936
11997;23;1;2021;1;7;2;1;3;4;5;3;1;4;2;1;1;606
11997;30;1;2021;1;7;2;2;3;5;4;4;4;4;2;1;1;901
11997;34;1;2021;1;7;2;1;3;4;5;3;2;1;2;1;1;516
11997;37;1;2021;1;7;2;3;1;4;5;3;2;1;2;1;1;740
11997;41;1;2021;1;7;2;3;2;5;5;4;3;2;2;1;1;1058
12008;1;1;2021;6;7;3;4;3;7;4;4;3;1;3;1;6;657
12008;7;1;2021;6;7;3;0;1;1;1;1;1;1;3;1;3;436
12008;11;1;2021;6;7;3;1;1;2;4;3;1;1;2;1;2;290
12008;18;1;2021;6;7;3;3;1;4;4;2;2;1;2;1;6;618
12008;25;1;2021;6;7;3;3;2;5;4;2;2;1;2;1;2;836
12008;29;1;2021;6;7;3;3;1;4;4;3;3;4;2;1;6;650
12008;44;1;2021;6;7;3;2;4;6;4;1;1;2;2;1;3;566
12008;47;1;2021;6;7;3;1;1;2;4;4;1;1;2;1;2;290
12149;4;1;2021;6;7;3;3;3;6;5;6;5;4;2;1;2;358
12149;10;1;2021;6;7;3;2;1;3;4;3;2;1;8;1;6;275
12149;11;1;2021;6;7;3;3;2;5;1;2;2;1;2;1;6;473
12149;12;1;2021;6;7;3;2;2;4;2;2;2;1;6;1;6;332
12149;15;1;2021;6;7;3;1;1;2;4;2;1;1;7;1;6;367
12149;18;1;2021;6;7;3;2;1;3;4;3;2;4;7;1;6;420
12149;21;1;2021;6;7;3;2;3;5;5;4;3;1;6;1;3;302
12149;23;1;2021;6;7;3;2;3;5;4;2;2;1;6;1;2;335
12149;24;1;2021;6;7;3;1;2;3;5;3;2;1;6;1;3;322
12149;30;1;2021;6;7;3;2;1;3;4;2;2;1;2;1;3;413
12223;12;1;2021;1;7;2;2;3;5;5;4;3;4;2;1;2;535
12223;14;1;2021;1;7;2;1;2;3;5;3;3;2;2;1;2;555
12223;16;1;2021;1;7;2;1;2;3;5;3;1;2;2;1;2;773
12223;23;1;2021;1;7;2;1;1;2;4;2;1;2;2;1;2;767
12223;35;1;2021;1;7;2;7;4;11;4;1;1;1;2;1;6;677
12223;39;1;2021;1;7;2;1;1;2;4;3;2;1;6;1;2;495
12223;47;1;2021;1;7;2;1;1;2;5;2;1;4;2;1;2;1107
12223;52;1;2021;1;7;2;0;3;3;5;4;3;2;2;1;2;477
12223;62;1;2021;1;7;2;2;2;4;4;3;3;2;2;1;2;1000
12223;69;1;2021;1;7;2;1;5;6;5;3;2;4;12;1;2;436
12318;12;1;2021;6;7;3;1;4;5;4;3;3;1;2;1;7;511
12318;15;1;2021;6;7;3;5;5;10;5;3;2;2;2;1;2;682
12318;23;1;2021;6;7;3;4;1;5;4;2;2;1;2;1;6;948
12318;27;1;2021;6;7;3;1;3;4;5;2;2;2;8;1;2;509
12318;29;1;2021;6;7;3;4;5;9;1;3;3;1;8;1;7;610
12318;33;1;2021;6;7;3;3;2;5;5;3;3;2;2;1;2;681
12318;39;1;2021;6;7;3;1;1;2;5;1;1;4;2;1;6;515
12318;47;1;2021;6;7;3;3;1;4;1;3;2;1;2;1;6;664
12318;49;1;2021;6;7;3;1;1;2;5;3;1;1;2;1;2;489
12396;1;1;2021;6;7;3;1;2;3;4;3;1;1;2;1;2;262
12396;2;1;2021;6;7;3;1;1;2;4;4;1;1;2;1;2;461
12396;4;1;2021;6;7;3;1;2;3;4;2;1;2;2;1;2;374
12396;7;1;2021;6;7;3;2;1;3;5;3;2;4;2;1;3;716
12396;14;1;2021;6;7;3;1;3;4;4;4;3;1;2;1;3;384
12396;21;1;2021;6;7;3;1;1;2;5;3;1;1;2;1;2;328
12396;27;1;2021;6;7;3;1;3;4;4;3;3;1;2;1;2;387
12396;32;1;2021;6;7;3;1;1;2;4;3;1;4;2;1;2;262
12396;33;1;2021;6;7;3;1;1;2;5;4;1;1;2;1;2;489
12396;34;1;2021;6;7;3;1;3;4;5;3;2;2;2;1;2;354
12518;3;1;2021;1;7;2;1;1;2;5;4;1;2;2;1;1;608
12518;5;1;2021;1;7;2;2;2;4;2;6;3;4;1;1;1;1564
12518;33;1;2021;1;7;2;0;2;2;5;2;2;2;2;1;2;706
12518;56;1;2021;1;7;2;0;2;2;5;3;2;4;2;1;1;985
12538;3;1;2021;6;7;3;1;3;4;4;4;2;4;2;1;2;557
12538;12;1;2021;6;7;3;7;5;12;4;3;3;1;2;1;6;690
12538;22;1;2021;6;7;3;1;1;2;2;4;1;1;5;1;2;379
12538;25;1;2021;6;7;3;1;2;3;2;4;2;4;2;1;2;595
12538;27;1;2021;6;7;3;2;1;3;5;4;3;1;2;1;2;653
12538;41;1;2021;6;7;3;1;2;3;5;4;3;1;6;1;2;481
12624;5;1;2021;1;7;2;1;1;2;5;3;1;4;2;1;2;996
12624;7;1;2021;1;7;2;0;1;1;5;3;1;2;2;1;2;230
12624;14;1;2021;1;7;2;1;2;3;5;3;2;4;2;1;2;493
12624;15;1;2021;1;7;2;1;2;3;5;4;2;1;2;1;2;476
12624;17;1;2021;1;7;2;0;1;1;5;3;1;2;2;1;2;380
12624;29;1;2021;1;7;2;2;2;4;5;5;2;2;2;1;1;512
12624;37;1;2021;1;7;2;1;2;3;5;2;2;4;2;1;1;902
12723;4;1;2021;6;7;3;2;1;3;4;3;2;1;9;1;6;531
12723;6;1;2021;6;7;3;2;1;3;4;3;2;1;6;1;2;577
12723;7;1;2021;6;7;3;4;1;5;4;5;4;1;12;1;2;403
12723;8;1;2021;6;7;3;2;1;3;4;2;2;1;9;1;6;455
12723;11;1;2021;6;7;3;3;2;5;4;1;1;1;6;1;6;659
12723;14;2;2021;6;7;3;2;1;3;2;2;2;1;9;1;7;332
12723;21;1;2021;6;7;3;1;1;2;4;2;1;4;3;1;6;436
12723;24;1;2021;6;7;3;1;4;5;4;3;2;1;2;1;6;398
12723;25;1;2021;6;7;3;2;1;3;1;2;1;1;3;1;6;352
12723;31;1;2021;6;7;3;5;2;7;4;4;4;1;6;1;3;607
12755;7;1;2021;1;7;2;4;2;6;4;2;2;2;2;1;2;773
12755;13;1;2021;1;7;2;3;1;4;5;3;2;2;2;1;2;695
12755;22;1;2021;1;7;2;2;3;5;3;2;2;1;2;1;2;684
12755;28;1;2021;1;7;2;2;1;3;4;3;2;1;2;1;2;535
12755;32;1;2021;1;7;2;2;2;4;5;4;3;4;2;1;2;651
12755;39;1;2021;1;7;2;2;2;4;5;4;2;2;2;1;2;570
12755;47;1;2021;1;7;2;1;1;2;5;2;1;1;2;1;2;624
12755;58;1;2021;1;7;2;1;2;3;4;5;2;1;2;1;2;343
12868;3;1;2021;6;7;3;0;1;1;4;2;1;4;3;1;2;157
12868;5;1;2021;6;7;3;0;1;1;4;3;1;1;2;1;2;157
12868;7;1;2021;6;7;3;2;1;3;4;3;2;4;6;1;2;517
12868;13;1;2021;6;7;3;1;1;2;4;2;1;1;7;1;2;300
12868;16;1;2021;6;7;3;0;2;2;4;1;1;1;2;1;7;375
12868;17;1;2021;6;7;3;2;1;3;1;2;2;1;3;1;6;458
12868;19;1;2021;6;7;3;1;1;2;1;2;1;1;3;1;6;197
12868;27;1;2021;6;7;3;2;1;3;4;3;2;1;3;1;2;394
12868;30;1;2021;6;7;3;1;1;2;1;1;1;1;3;1;7;344
12868;32;1;2021;6;7;3;1;1;2;4;2;1;1;3;1;3;506
12969;3;1;2021;6;7;3;4;2;6;4;7;3;4;3;1;2;456
12969;7;1;2021;6;7;3;1;4;5;5;5;2;4;3;1;2;299
12969;8;1;2021;6;7;3;2;2;4;5;2;2;3;3;1;3;419
12969;9;1;2021;6;7;3;2;2;4;4;3;2;4;6;1;3;366
12969;10;1;2021;6;7;3;2;4;6;5;4;4;1;3;1;2;360
12969;15;1;2021;6;7;3;3;1;4;4;3;2;4;3;1;2;527
12969;21;1;2021;6;7;3;1;3;4;4;2;1;1;7;6; ;415
12969;24;1;2021;6;7;3;2;2;4;5;4;4;1;3;1;2;295
12969;29;1;2021;6;7;3;4;1;5;5;4;2;1;3;1;2;541
12969;30;1;2021;6;7;3;2;4;6;5;3;2;1;3;1;7;320
13020;6;1;2021;6;7;3;4;2;6;1;1;1;1;8;1;7;639
13020;13;1;2021;6;7;3;1;2;3;5;3;2;1;6;1;3;288
13020;16;1;2021;6;7;3;2;1;3;5;3;2;1;6;1;2;505
13020;18;1;2021;6;7;3;3;1;4;1;3;2;1;7;1;6;565
13020;26;1;2021;6;7;3;1;1;2;2;1;1;1;7;6; ;342
13020;27;1;2021;6;7;3;0;4;4;1;2;2;1;7;1;6;320
13020;28;1;2021;6;7;3;0;1;1;1;2;1;1;6;1;6;165
13020;31;1;2021;6;7;3;3;2;5;4;3;3;1;6;1;6;515
13020;32;1;2021;6;7;3;1;1;2;5;3;1;2;6;1;2;316
13174;10;1;2021;6;7;3;3;2;5;5;3;3;1;2;1;6;990
13174;11;1;2021;6;7;3;2;1;3;4;2;1;4;2;1;1;1582
13174;17;1;2021;6;7;3;1;3;4;5;2;1;2;2;1;2;1077
13174;30;1;2021;6;7;3;4;1;5;4;2;2;1;2;1;2;1649
13174;42;1;2021;6;7;3;2;2;4;4;1;1;1;2;1;6;1370
13174;51;1;2021;6;7;3;2;2;4;4;1;1;1;7;1;6;1449
13174;64;1;2021;6;7;3;2;2;4;5;3;2;4;2;1;2;1265
13183;6;1;2021;6;7;3;3;2;5;4;2;2;1;6;1;6;571
13183;11;1;2021;6;7;3;1;2;3;4;3;2;1;2;1;6;458
13183;17;1;2021;6;7;3;3;4;7;3;5;5;2;2;1;2;513
13183;18;1;2021;6;7;3;3;1;4;5;4;3;1;2;1;2;625
13183;20;1;2021;6;7;3;3;1;4;4;5;4;2;2;1;3;619
13183;23;1;2021;6;7;3;3;6;9;4;3;3;1;7;1;7;426
13183;26;1;2021;6;7;3;3;1;4;5;3;2;4;5;1;2;589
13183;34;1;2021;6;7;3;1;1;2;4;2;1;4;2;1;3;625
13183;35;1;2021;6;7;3;3;5;8;4;3;3;1;2;1;2;453
13183;37;1;2021;6;7;3;1;2;3;4;1;1;2;2;1;2;566
13293;6;1;2021;1;7;2;1;2;3;5;3;2;4;5;1;2;566
13293;13;1;2021;1;7;2;2;1;3;5;4;2;4;6;1;2;656
13293;14;1;2021;1;7;2;2;1;3;5;5;2;2;2;1;2;832
13293;23;1;2021;1;7;2;0;1;1;5;2;1;4;2;1;2;833
13293;24;1;2021;1;7;2;1;1;2;5;2;1;4;2;1;2;1238
13293;25;1;2021;1;7;2;0;1;1;5;2;1;4;6;1;2;661
13293;26;1;2021;1;7;2;0;2;2;5;2;1;4;2;1;2;439
13293;27;1;2021;1;7;2;0;4;4;5;3;2;4;5;1;2;507
13293;39;1;2021;1;7;2;1;2;3;4;1;1;2;2;1;1;726
13397;2;1;2021;6;7;3;6;2;8;4;4;3;1;2;1;3;393
13397;4;1;2021;6;7;3;1;3;4;4;3;2;1;2;1;6;244
13397;8;1;2021;6;7;3;2;2;4;4;3;3;1;2;1;3;359
13397;24;1;2021;6;7;3;1;3;4;5;3;2;4;6;1;3;332
13397;25;1;2021;6;7;3;0;2;2;4;3;1;1;2;1;2;186
13397;27;1;2021;6;7;3;2;4;6;5;5;3;4;2;1;2;350
13480;2;1;2021;6;7;3;1;3;4;1;3;3;1;3;1;6;497
13480;4;1;2021;6;7;3;2;1;3;4;3;2;1;2;1;6;454
13480;5;1;2021;6;7;3;2;2;4;1;2;2;1;8;1;7;592
13480;11;1;2021;6;7;3;5;2;7;1;2;2;1;2;1;7;718
13480;14;1;2021;6;7;3;1;3;4;1;1;1;1;2;1;6;546
13480;22;1;2021;6;7;3;1;1;2;1;1;1;1;8;1;5;517
13480;25;1;2021;6;7;3;1;1;2;1;1;1;1;8;1;7;481
13480;31;1;2021;6;7;3;2;1;3;4;3;2;1;2;1;7;481
13618;2;1;2021;6;7;3;3;2;5;1;4;3;4;2;1;2;589
13618;5;1;2021;6;7;3;1;1;2;5;3;1;2;2;1;2;300
13618;6;1;2021;6;7;3;1;2;3;5;3;1;2;2;1;2;440
13618;9;1;2021;6;7;3;2;1;3;5;5;2;4;6;1;2;676
13618;10;1;2021;6;7;3;3;1;4;5;4;2;2;2;1;2;728
13618;11;1;2021;6;7;3;1;1;2;4;2;1;2;2;1;3;384
13618;13;1;2021;6;7;3;2;1;3;4;2;1;4;2;1;2;627
13618;26;1;2021;6;7;3;1;1;2;4;2;2;2;2;1;6;323
13618;27;1;2021;6;7;3;2;1;3;4;3;2;2;2;1;3;522
13627;15;1;2021;1;7;2;2;2;4;1;1;1;1;12;1;6;865
13627;20;1;2021;1;7;2;2;4;6;4;4;4;4;3;1;3;775
13627;21;1;2021;1;7;2;1;4;5;5;6;3;4;2;1;2;868
