UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P901;P902;P903;P904;P905;P906;P907;P908;P909;P910;P911;P912;P913;P914;P915;P916;P917;P918;P919;P920;P921;P922;P923;P924;P925;P926;P927;P928;P929;P930;P931;P932;P933;P934;P935;P936;P937;P938;P939;P940;P941;P942;P943;P944;P945;P946;FEX_MUJER
18140;35;1;2021;1;10;2;1;15;22;1; ; ;4;1;2;21;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;411
18140;37;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;15;1;17;1;1;1;22;1;1;3;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1028
18140;50;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;1;1; ;1;17;1;1;3;3;2;3;444
18221;2;1;2021;6;10;3;1;15;22;1; ; ;4;1;1;25;1;1;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;475
18221;15;1;2021;6;10;3;1;14;29;1; ; ;4;1;2;31;2;2;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;549
18221;29;1;2021;6;10;3;2;4;22;1; ; ;4;1;1;25;1;1;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1070
18221;35;1;2021;6;10;3;2;6;19;1; ; ;4;2;1;20;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1070
18221;37;1;2021;6;10;3;2;10;16;1; ; ;5;1;1;23;1;1;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;535
18221;39;1;2021;6;10;3;2;14;23;1; ; ;4;3;1;34;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;475
18221;48;1;2021;6;10;3;2;7;23;1; ; ;4;1;2;22;2;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;557
18221;55;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;22;4;1; ;6;23;3;6;3;1;3;3;1435
18221;57;1;2021;6;10;3;1;15;32;1; ; ;4;3;2;32;2;2;3;1;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;520
18308;8;1;2021;6;10;3;1;30;21;2;18;5;4;3;9;21;4;9;3;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1116
18308;9;1;2021;6;10;3;1;30;23;1; ; ;4;1;8;24;4;8;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;372
18308;18;1;2021;6;10;3;1;21;20;1; ; ;4;1;1;26;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;511
18308;26;1;2021;6;10;3;1;8;22;1; ; ;4;1;3;22;3;3;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;519
18308;29;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;2;42;3;17;0;0;3;3;8;8;485
18308;32;1;2021;6;10;3;1;9;52;2;17;4;4;1;3;19;0;0;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;334
18308;34;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;1; ;7;20;2;7;1;1;2;3;372
18308;35;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;1; ;6;19;0;6;3;3;3;3;507
18373;2;1;2021;6;10;3;2;4;26;1; ; ;4;2;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;425
18373;6;1;2021;6;10;3;2;9;20;1; ; ;4;2;1;21;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;408
18373;10;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;20;1;3;25;6;15;2;2;3;3;3;8;362
18373;29;1;2021;6;10;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;9;19;1;9;3;3;8;8;333
18373;33;1;2021;6;10;3;1;16;21;1; ; ;4;3;3;22;3;3;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;362
18373;34;1;2021;6;10;3;1;10;18;1; ; ;4;1;2;21;2;2;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;408
18373;36;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;18;1;18;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;807
18373;37;1;2021;6;10;3;1;26;22;1; ; ;4;3;4;22;2;4;1;1;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1190
18373;39;1;2021;6;10;3;1;15;24;1; ; ;4;2;0; ; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;362
18497;3;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;16;4;2;21;2;21;2;2;1;1;2;2;1048
18497;6;1;2021;1;10;2;1;2;18;1; ; ;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1121
18497;7;1;2021;1;10;2;1;12;22;1; ; ;4;1;2;29;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1048
18497;16;1;2021;1;10;2;1;32;15;1; ; ;1;3;2;16;1;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1015
18497;25;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;15;1;16;1;1;0; ; ; ; ; ;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1938
18556;4;1;2021;6;10;3;1;13;18;1; ; ;4;1;3;18;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;798
18556;9;1;2021;6;10;3;1;34;21;1; ; ;4;1;3;22;0;3;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780
18556;27;1;2021;6;10;3;2;2;18;1; ; ;4;3;0; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;758
18556;71;1;2021;6;10;3;2;24;25;2;24;4;4;1;3;22;0;0;3;3;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780
18556;76;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;17;4;1; ;2;18;2;2;1;1;2;1;1533
18556;79;1;2021;6;10;3;1;17;20;1; ; ;4;1;2;23;2;2;3;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;681
18556;102;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;2;23;2;17;1;1;3;1;2;3;767
18556;105;1;2021;6;10;3;1;17;19;1; ; ;4;1;2;19;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;681
18556;106;1;2021;6;10;3;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;19;4;3;19;5;19;1;2;2;2;1;3;1560
18588;42;1;2021;1;10;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;14;1;15;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10282
18588;44;1;2021;1;10;2;2;12;23;2;19;1;4;1;3;17;2;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4108
18588;74;1;2021;1;10;2;2;4;24;2;15;1;4;1;3;14;3;1;3;1;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4267
18588;89;1;2021;1;10;2;2;8;16;1; ; ;4;1;1;19;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5141
18588;98;1;2021;1;10;2;1;35;15;1; ; ;4;3;3;16;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4656
18637;1;1;2021;6;10;3;2;28;19;1; ; ;4;3;6;16;3;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;234
18637;5;1;2021;6;10;3;1;29;19;1; ; ;4;2;2;19;1;2;3;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;234
18637;9;1;2021;6;10;3;1;30;22;1; ; ;4;2;2;24;0;2;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;180
18637;11;1;2021;6;10;3;1;12;18;1; ; ;4;1;1;24;1;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;251
18637;12;1;2021;6;10;3;1;23;15;1; ; ;4;1;2;20;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214
18637;16;1;2021;6;10;3;1;30;21;1; ; ;4;1;3;22;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;180
18637;17;1;2021;6;10;3;1;36;21;1; ; ;4;1;2;22;1;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;245
18637;18;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;477
18637;19;1;2021;6;10;3;1;13;22;1; ; ;4;1;2;26;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214
18731;4;1;2021;6;10;3;2;1;32;2;15;4;4;1;2;21;2;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;460
18731;5;1;2021;6;10;3;1;20;24;2;15;4;4;1;2;26;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;453
18731;9;1;2021;6;10;3;2;22;34;1; ; ;4;1;2;19;0;0;3;1;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;450
18731;12;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;16;1;15;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;755
18731;15;1;2021;6;10;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;14;1;16;1;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;875
18731;17;1;2021;6;10;3;1;24;26;2;17;1;4;1;3;17;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;330
18731;20;1;2021;6;10;3;2;10;22;2;15;4;4;1;2;15;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;460
18731;29;1;2021;6;10;3;2;9;27;1; ; ;4;3;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;393
18731;43;1;2021;6;10;3;2;18;23;1; ; ;4;1;2;21;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;453
18857;2;1;2021;6;10;3;1;25;18;1; ; ;4;1;3;19;1;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;738
18857;4;1;2021;6;10;3;1;31;17;1; ; ;1;1;2;18;0;2;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;350
18857;8;1;2021;6;10;3;1;23;21;1; ; ;4;1;2;24;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;369
18857;12;1;2021;6;10;3;1;33;18;1; ; ;4;1;2;18;0;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;269
18857;19;1;2021;6;10;3;1;23;17;1; ; ;4;1;3;18;2;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;320
18857;21;1;2021;6;10;3;2;2;32;2;19;4;4;1;3;20;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
18857;23;1;2021;6;10;3;2;1;19;1; ; ;4;1;0; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;356
18857;28;1;2021;6;10;3;1;9;22;1; ; ;4;1;1;28;1;1;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;375
18866;8;1;2021;1;10;2;2;4;48;2;24;4;4;1;4;25;2;0;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;429
18866;23;1;2021;1;10;2;2;40;26;2;24;4;4;1;1;24;0;0;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;287
18866;37;1;2021;1;10;2;2;0;18;1; ; ;4;3;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;873
18866;41;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;1; ;2;20;1;1;3;1;3;1;472
18866;44;1;2021;1;10;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;15;4;1; ;3;18;3;2;1;3;3;1;419
18866;50;1;2021;1;10;2;1;10;23;1; ; ;4;3;3;23;3;3;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;404
18866;52;1;2021;1;10;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;28;4;1; ;4;30;1;4;3;3;3;3;575
18866;60;1;2021;1;10;2;2;24;30;1; ; ;4;1;4;15;0;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;429
18866;71;1;2021;1;10;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;5;19;0;5;3;3;3;3;321
18980;4;1;2021;1;11;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;23;4;1; ;6;24;2;6;3;3;8;8;684
18980;16;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;2;18;12;17;0;2;3;1;3;3;342
18980;25;1;2021;1;11;1;1;16;20;1; ; ;4;2;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;860
18980;38;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;25;1;28;6; ;1;26;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;893
18980;41;1;2021;1;11;1;1;53;18;1; ; ;4;1;2;19;1;1;1;1;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;684
19043;5;1;2021;6;11;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;1;1; ;6;18;0;5;2;1;2;2;1520
19043;8;1;2021;6;11;3;1;36;25;1; ; ;4;3;3;26;0;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;378
19043;16;1;2021;6;11;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;23;1;23;6; ;1;40;0;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;921
19043;22;1;2021;6;11;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;25;4;1; ;6;26;1;6;3;3;2;2;762
19043;29;1;2021;6;11;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;14;6; ; ; ; ; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;461
19043;37;1;2021;6;11;3;1;25;17;1; ; ;4;3;3;25;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1097
19137;1;1;2021;6;11;3;2;9;22;1; ; ;4;3;2;23;2;2;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541
19137;12;1;2021;6;11;3;2;1;19;2;16;4;5;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;514
19137;15;1;2021;6;11;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;18;4;1; ;7;19;2;7;2;1;3;3;351
19137;18;1;2021;6;11;3;1;10;26;1; ; ;4;1;3;24;3;3;3;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;533
19137;28;1;2021;6;11;3;2;3;19;1; ; ;4;1;1;20;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;514
19137;29;1;2021;6;11;3;1;28;16;1; ; ;4;1;4;17;4;4;3;3;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1065
19137;32;1;2021;6;11;3;2;3;43;3;17;4;4;1;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;505
19217;12;1;2021;6;11;3;2;30;22;1; ; ;4;1;2;20;2;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1710
19217;29;1;2021;6;11;3;2;30;34;1; ; ;4;1;2;34;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;512
19217;48;1;2021;6;11;3;2;8;20;1; ; ;4;1;1;22;1;1;3;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764
19217;51;1;2021;6;11;3;2;7;26;2;18;4;4;1;6;18;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;795
19217;65;1;2021;6;11;3;1;9;30;1; ; ;4;3;3;31;3;3;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;678
19217;66;1;2021;6;11;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;18;1;20;1;1;0; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3021
19217;71;1;2021;6;11;3;2;13;19;1; ; ;4;2;1;27;1;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;795
19217;72;1;2021;6;11;3;1;13;16;1; ; ;4;1;2;18;2;2;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764
19260;3;1;2021;6;11;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;21;4;2;42;0; ; ; ; ; ;8;8;122
19260;4;1;2021;6;11;3;1;40;33;1; ; ;4;1;2;29;1;1;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122
19260;8;1;2021;6;11;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;14;6; ; ; ; ; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;359
19260;12;1;2021;6;11;3;1;23;19;1; ; ;4;1;3;27;3;3;3;2;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;186
19260;13;1;2021;6;11;3;1;19;20;2;20;5;4;1;6;20;1;5;3;1;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;184
19260;19;1;2021;6;11;3;1;3;28;1; ; ;4;1;2;17;2;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;189
19260;21;1;2021;6;11;3;1;46;17;1; ; ;4;3;9;17;2;5;3;2;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;490
19260;22;1;2021;6;11;3;2;17;20;1; ; ;1;3;2;21;2;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161
19260;24;1;2021;6;11;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;19;1;19;6; ;0; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717
19260;25;1;2021;6;11;3;2;2;36;2;18;4;4;1;3;19;3;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161
19292;1;1;2021;1;11;1;2;11;19;1; ; ;4;3;3;20;3;3;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;516
19292;4;1;2021;1;11;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;19;4;2;19;3;13;3;2;3;1;3;3;552
19292;17;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;16;1;16;1;1;0; ; ; ; ; ;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1431
19292;23;1;2021;1;11;1;2;14;20;1; ; ;4;1;2;21;2;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2064
19292;34;1;2021;1;11;1;1;27;29;1; ; ;4;1;1;30;1;1;1;3;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;732
19292;36;1;2021;1;11;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;2;19;1;20;6; ;0; ; ; ; ; ;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;916
